1,110
2,299
3,85
4,299
5,299
6,299
7,299
8,299
9,299
10,299
11,299
12,80
13,77
14,299
15,299
16,269
17,148
18,236
19,299
20,299
21,242
22,101
23,299
24,289
25,93
26,92
27,178
28,140
29,90
30,259
31,160
32,249
33,102
34,249
35,189
36,154
37,299
38,279
39,205
40,118
41,151
42,120
43,524
44,522
45,520
46,518
47,493
48,524
49,524
50,142
51,436
52,519
53,519
54,524
55,495
56,510
57,508
58,524
59,524
60,126
61,114
62,524
63,524
64,467
65,66
66,446
67,510
68,524
69,524
70,259
71,267
72,521
73,519
74,524
75,524
76,524
77,523
78,524
79,523
80,522
81,522
82,523
83,423
84,421
85,498
86,108
87,271
88,177
89,52
90,401
91,177
92,113
93,251
94,200
95,201
96,232
97,234
98,6
99,18
100,18
101,2
102,201
103,35
104,217
105,381
106,336
107,36
108,41
109,38
110,46
111,8
112,174
113,92
114,4
115,48
116,112
117,20
118,235
119,37
120,20
121,7
122,4
123,14
124,67
125,5
126,9
127,24
128,9
129,53
130,40
131,8
132,48
133,35
134,33
135,57
136,4
137,45
138,44
139,30
140,32
141,5
142,119
143,6
144,2
145,37
146,94
147,8
148,26
149,44
150,14
151,72
152,43
153,43
154,24
155,4
156,136
157,8
158,89
159,18
160,284
161,47
162,14
163,5
164,36
165,85
166,27
167,31
168,10
169,5
170,15
171,4
172,3
173,261
174,120
175,201
176,127
177,119
178,76
179,57
180,50
181,57
182,116
183,199
184,214
185,261
186,261
187,257
188,82
189,39
190,98
191,326
192,60
193,326
194,50
195,80
196,259
197,53
198,224
199,153
200,113
201,326
202,326
203,75
204,70
205,17
206,42
207,326
208,32
209,318
210,224
211,163
212,326
213,64
214,66
215,237
216,235
217,152
218,146
219,232
220,59
221,50
222,70
223,191
224,23
225,171
226,189
227,199
228,197
229,125
230,118
231,93
232,13
233,184
234,450
235,13
236,77
237,102
238,255
239,268
240,179
241,82
242,73
243,276
244,450
245,12
246,16
247,102
248,90
249,32
250,117
251,103
252,450
253,161
254,96
255,34
256,143
257,150
258,122
259,203
260,24
261,23
262,109
263,23
264,51
265,45
266,36
267,35
268,60
269,19
270,38
271,23
272,161
273,10
274,135
275,137
276,233
277,43
278,33
279,290
280,1
281,11
282,18
283,28
284,117
285,123
286,132
287,129
288,152
289,229
290,99
291,3
292,153
293,270
294,254
295,191
296,140
297,150
298,118
299,374
300,53
301,30
302,45
303,28
304,368
305,80
306,365
307,223
308,124
309,95
310,62
311,67
312,38
313,142
314,24
315,109
316,49
317,11
318,67
319,46
320,6
321,18
322,21
323,161
324,158
325,64
326,60
327,73
328,197
329,5
330,80
331,50
332,78
333,96
334,20
335,6
336,63
337,56
338,97
339,77
340,93
341,63
342,118
343,80
344,142
345,69
346,86
347,76
348,92
349,31
350,25
351,76
352,20
353,44
354,113
355,42
356,58
357,107
358,56
359,84
